vehicle_id,shape_collider,length,width
59560,motorcycle,2.2,0.9
59561,delivery,6.5,2.16
59562,moped,2.1,0.8
59563,passenger,5,1.8
59564,passenger,5,1.8
59565,passenger,5,1.8
59566,passenger,5,1.8
59567,delivery,6.5,2.16
59568,moped,2.1,0.8
59569,delivery,6.5,2.16
59570,passenger,5,1.8
59571,delivery,6.5,2.16
59572,delivery,6.5,2.16
59573,passenger,5,1.8
59574,motorcycle,2.2,0.9
59575,bus,12,2.5
59576,moped,2.1,0.8
59577,passenger,5,1.8
59578,passenger,5,1.8
59579,delivery,6.5,2.16
59580,passenger,5,1.8
59581,motorcycle,2.2,0.9
59582,motorcycle,2.2,0.9
59583,delivery,6.5,2.16
59584,motorcycle,2.2,0.9
59585,motorcycle,2.2,0.9
59586,motorcycle,2.2,0.9
59587,passenger,5,1.8
59588,delivery,6.5,2.16
59589,motorcycle,2.2,0.9
59590,bus,12,2.5
59591,delivery,6.5,2.16
59592,delivery,6.5,2.16
59593,passenger,5,1.8
59594,passenger,5,1.8
59595,moped,2.1,0.8
59596,delivery,6.5,2.16
59597,moped,2.1,0.8
59598,passenger,5,1.8
59599,passenger,5,1.8
59600,motorcycle,2.2,0.9
59601,passenger,5,1.8
59602,passenger,5,1.8
59603,delivery,6.5,2.16
59604,motorcycle,2.2,0.9
59605,delivery,6.5,2.16
59606,motorcycle,2.2,0.9
59607,delivery,6.5,2.16
59608,motorcycle,2.2,0.9
59610,moped,2.1,0.8
59611,delivery,6.5,2.16
59612,delivery,6.5,2.16
59613,bus,12,2.5
59615,motorcycle,2.2,0.9
59616,delivery,6.5,2.16
59617,passenger,5,1.8
59618,delivery,6.5,2.16
59619,passenger,5,1.8
59620,motorcycle,2.2,0.9
59621,passenger,5,1.8
59622,bus,12,2.5
59623,motorcycle,2.2,0.9
59624,motorcycle,2.2,0.9
59625,passenger,5,1.8
59626,delivery,6.5,2.16
59627,delivery,6.5,2.16
59628,passenger,5,1.8
59629,delivery,6.5,2.16
59630,passenger,5,1.8
59631,passenger,5,1.8
59632,delivery,6.5,2.16
59634,moped,2.1,0.8
59635,bus,12,2.5
59636,motorcycle,2.2,0.9
59637,passenger,5,1.8
59638,passenger,5,1.8
59639,delivery,6.5,2.16
59641,motorcycle,2.2,0.9
59642,moped,2.1,0.8
59643,delivery,6.5,2.16
59644,delivery,6.5,2.16
59645,moped,2.1,0.8
59646,passenger,5,1.8
59647,passenger,5,1.8
59648,passenger,5,1.8
59649,moped,2.1,0.8
59650,moped,2.1,0.8
59651,motorcycle,2.2,0.9
59652,passenger,5,1.8
59653,moped,2.1,0.8
59654,passenger,5,1.8
59655,moped,2.1,0.8
59656,moped,2.1,0.8
59658,motorcycle,2.2,0.9
59659,passenger,5,1.8
59660,delivery,6.5,2.16
59661,delivery,6.5,2.16
59662,delivery,6.5,2.16
59663,moped,2.1,0.8
59664,passenger,5,1.8
59665,motorcycle,2.2,0.9
59666,motorcycle,2.2,0.9
59668,moped,2.1,0.8
59669,bus,12,2.5
59671,motorcycle,2.2,0.9
59672,passenger,5,1.8
59673,motorcycle,2.2,0.9
59674,moped,2.1,0.8
59675,passenger,5,1.8
59676,passenger,5,1.8
59677,passenger,5,1.8
59678,passenger,5,1.8
59679,moped,2.1,0.8
59680,passenger,5,1.8
59681,motorcycle,2.2,0.9
59682,bus,12,2.5
59684,motorcycle,2.2,0.9
59685,delivery,6.5,2.16
59686,passenger,5,1.8
59687,passenger,5,1.8
59688,delivery,6.5,2.16
59689,passenger,5,1.8
59690,motorcycle,2.2,0.9
59691,delivery,6.5,2.16
59694,bus,12,2.5
59696,passenger,5,1.8
59697,delivery,6.5,2.16
59698,passenger,5,1.8
59699,motorcycle,2.2,0.9
59700,motorcycle,2.2,0.9
59701,passenger,5,1.8
59702,passenger,5,1.8
59703,passenger,5,1.8
59704,passenger,5,1.8
59705,delivery,6.5,2.16
59706,delivery,6.5,2.16
59707,passenger,5,1.8
59708,passenger,5,1.8
59709,passenger,5,1.8
59710,motorcycle,2.2,0.9
59712,delivery,6.5,2.16
59713,passenger,5,1.8
59714,passenger,5,1.8
59715,delivery,6.5,2.16
59716,motorcycle,2.2,0.9
59717,passenger,5,1.8
59718,passenger,5,1.8
59719,delivery,6.5,2.16
59720,bus,12,2.5
59721,bus,12,2.5
59722,passenger,5,1.8
59723,passenger,5,1.8
59724,motorcycle,2.2,0.9
59725,moped,2.1,0.8
59726,passenger,5,1.8
59727,passenger,5,1.8
59728,delivery,6.5,2.16
59729,delivery,6.5,2.16
59730,delivery,6.5,2.16
59732,passenger,5,1.8
59733,delivery,6.5,2.16
59734,delivery,6.5,2.16
59735,motorcycle,2.2,0.9
59736,passenger,5,1.8
59737,passenger,5,1.8
59738,delivery,6.5,2.16
59739,bus,12,2.5
59740,passenger,5,1.8
59741,delivery,6.5,2.16
59742,delivery,6.5,2.16
59743,bus,12,2.5
59745,passenger,5,1.8
59746,bus,12,2.5
59747,moped,2.1,0.8
59748,moped,2.1,0.8
59750,moped,2.1,0.8
59751,moped,2.1,0.8
59752,motorcycle,2.2,0.9
59753,delivery,6.5,2.16
59754,passenger,5,1.8
59755,delivery,6.5,2.16
59756,delivery,6.5,2.16
59757,motorcycle,2.2,0.9
59758,moped,2.1,0.8
59760,delivery,6.5,2.16
59761,delivery,6.5,2.16
59762,bus,12,2.5
59763,passenger,5,1.8
59764,delivery,6.5,2.16
59765,passenger,5,1.8
59766,passenger,5,1.8
59767,passenger,5,1.8
59768,motorcycle,2.2,0.9
59770,delivery,6.5,2.16
59771,passenger,5,1.8
59772,passenger,5,1.8
59773,passenger,5,1.8
59774,passenger,5,1.8
59775,delivery,6.5,2.16
59776,delivery,6.5,2.16
59778,passenger,5,1.8
59779,delivery,6.5,2.16
59780,passenger,5,1.8
59781,bus,12,2.5
59782,delivery,6.5,2.16
59783,motorcycle,2.2,0.9
59784,motorcycle,2.2,0.9
59785,passenger,5,1.8
59786,delivery,6.5,2.16
59787,bus,12,2.5
59788,passenger,5,1.8
59789,passenger,5,1.8
59790,delivery,6.5,2.16
59791,bus,12,2.5
59792,moped,2.1,0.8
59793,delivery,6.5,2.16
59794,passenger,5,1.8
59795,delivery,6.5,2.16
59796,passenger,5,1.8
59797,delivery,6.5,2.16
59798,motorcycle,2.2,0.9
59799,passenger,5,1.8
59800,motorcycle,2.2,0.9
59801,delivery,6.5,2.16
59802,delivery,6.5,2.16
59803,delivery,6.5,2.16
59804,delivery,6.5,2.16
59805,delivery,6.5,2.16
59806,motorcycle,2.2,0.9
59807,passenger,5,1.8
59808,motorcycle,2.2,0.9
59809,delivery,6.5,2.16
59810,delivery,6.5,2.16
59811,delivery,6.5,2.16
59812,bus,12,2.5
59813,passenger,5,1.8
59815,delivery,6.5,2.16
59816,delivery,6.5,2.16
59817,passenger,5,1.8
59818,passenger,5,1.8
59819,moped,2.1,0.8
59821,motorcycle,2.2,0.9
59822,passenger,5,1.8
59823,motorcycle,2.2,0.9
59824,bus,12,2.5
59825,passenger,5,1.8
59826,passenger,5,1.8
59827,motorcycle,2.2,0.9
59828,passenger,5,1.8
59829,delivery,6.5,2.16
59830,passenger,5,1.8
59831,passenger,5,1.8
59833,moped,2.1,0.8
59834,moped,2.1,0.8
59836,delivery,6.5,2.16
59838,delivery,6.5,2.16
59839,passenger,5,1.8
59840,delivery,6.5,2.16
59841,delivery,6.5,2.16
59842,delivery,6.5,2.16
59843,passenger,5,1.8
59844,passenger,5,1.8
59845,bus,12,2.5
59847,bus,12,2.5
59848,moped,2.1,0.8
59849,motorcycle,2.2,0.9
59850,motorcycle,2.2,0.9
59851,passenger,5,1.8
59852,motorcycle,2.2,0.9
59853,passenger,5,1.8
59854,delivery,6.5,2.16
59856,passenger,5,1.8
59857,bus,12,2.5
59858,motorcycle,2.2,0.9
59859,moped,2.1,0.8
59861,passenger,5,1.8
59862,passenger,5,1.8
59863,passenger,5,1.8
59864,moped,2.1,0.8
59865,passenger,5,1.8
59866,motorcycle,2.2,0.9
59867,delivery,6.5,2.16
59868,moped,2.1,0.8
59869,passenger,5,1.8
59870,delivery,6.5,2.16
59871,passenger,5,1.8
59872,delivery,6.5,2.16
59873,delivery,6.5,2.16
59874,passenger,5,1.8
59875,passenger,5,1.8
59876,moped,2.1,0.8
59877,delivery,6.5,2.16
59878,motorcycle,2.2,0.9
59879,delivery,6.5,2.16
59880,delivery,6.5,2.16
59881,passenger,5,1.8
59882,motorcycle,2.2,0.9
59884,motorcycle,2.2,0.9
59885,motorcycle,2.2,0.9
59886,passenger,5,1.8
59888,passenger,5,1.8
59889,passenger,5,1.8
59891,delivery,6.5,2.16
59892,passenger,5,1.8
59893,passenger,5,1.8
59894,bus,12,2.5
59895,passenger,5,1.8
59896,passenger,5,1.8
59897,moped,2.1,0.8
59898,passenger,5,1.8
59900,passenger,5,1.8
59901,delivery,6.5,2.16
59902,passenger,5,1.8
59903,delivery,6.5,2.16
59904,passenger,5,1.8
59905,moped,2.1,0.8
59906,motorcycle,2.2,0.9
59907,passenger,5,1.8
59908,passenger,5,1.8
59909,passenger,5,1.8
59910,passenger,5,1.8
59911,delivery,6.5,2.16
59912,delivery,6.5,2.16
59913,bus,12,2.5
59914,motorcycle,2.2,0.9
59915,delivery,6.5,2.16
59916,passenger,5,1.8
59917,passenger,5,1.8
59918,motorcycle,2.2,0.9
59919,bus,12,2.5
59920,passenger,5,1.8
59921,delivery,6.5,2.16
59922,passenger,5,1.8
59923,delivery,6.5,2.16
59924,passenger,5,1.8
59925,passenger,5,1.8
59926,delivery,6.5,2.16
59927,motorcycle,2.2,0.9
59928,passenger,5,1.8
59929,passenger,5,1.8
59930,delivery,6.5,2.16
59931,motorcycle,2.2,0.9
59932,passenger,5,1.8
59933,passenger,5,1.8
59934,delivery,6.5,2.16
59935,passenger,5,1.8
59936,passenger,5,1.8
59937,motorcycle,2.2,0.9
59938,motorcycle,2.2,0.9
59939,passenger,5,1.8
59940,motorcycle,2.2,0.9
59941,bus,12,2.5
59942,delivery,6.5,2.16
59943,delivery,6.5,2.16
59944,delivery,6.5,2.16
59945,bus,12,2.5
59946,passenger,5,1.8
59947,motorcycle,2.2,0.9
59948,motorcycle,2.2,0.9
59949,bus,12,2.5
59950,delivery,6.5,2.16
59951,delivery,6.5,2.16
59952,passenger,5,1.8
59953,delivery,6.5,2.16
59954,motorcycle,2.2,0.9
59955,delivery,6.5,2.16
59956,motorcycle,2.2,0.9
59957,passenger,5,1.8
59958,passenger,5,1.8
59959,delivery,6.5,2.16
59960,moped,2.1,0.8
59961,motorcycle,2.2,0.9
59962,moped,2.1,0.8
59963,delivery,6.5,2.16
59964,moped,2.1,0.8
59965,motorcycle,2.2,0.9
59966,motorcycle,2.2,0.9
59967,passenger,5,1.8
59968,bus,12,2.5
59970,delivery,6.5,2.16
59971,delivery,6.5,2.16
59972,passenger,5,1.8
59973,motorcycle,2.2,0.9
59974,delivery,6.5,2.16
59975,motorcycle,2.2,0.9
59976,motorcycle,2.2,0.9
59977,delivery,6.5,2.16
59978,motorcycle,2.2,0.9
59979,motorcycle,2.2,0.9
59980,delivery,6.5,2.16
59981,delivery,6.5,2.16
59982,delivery,6.5,2.16
59983,moped,2.1,0.8
59986,passenger,5,1.8
59987,passenger,5,1.8
59989,passenger,5,1.8
59990,delivery,6.5,2.16
59991,delivery,6.5,2.16
59992,moped,2.1,0.8
59993,delivery,6.5,2.16
59994,delivery,6.5,2.16
59995,moped,2.1,0.8
59997,delivery,6.5,2.16
59998,delivery,6.5,2.16
59999,delivery,6.5,2.16
60000,passenger,5,1.8
60001,passenger,5,1.8
60002,passenger,5,1.8
60003,motorcycle,2.2,0.9
60004,delivery,6.5,2.16
60005,passenger,5,1.8
60006,delivery,6.5,2.16
60008,passenger,5,1.8
60009,delivery,6.5,2.16
60010,delivery,6.5,2.16
60011,delivery,6.5,2.16
60012,delivery,6.5,2.16
60013,delivery,6.5,2.16
60014,bus,12,2.5
60015,motorcycle,2.2,0.9
60016,motorcycle,2.2,0.9
60017,motorcycle,2.2,0.9
60018,delivery,6.5,2.16
60019,moped,2.1,0.8
60020,moped,2.1,0.8
60021,motorcycle,2.2,0.9
60022,passenger,5,1.8
60023,delivery,6.5,2.16
60024,passenger,5,1.8
60025,delivery,6.5,2.16
60026,delivery,6.5,2.16
60028,motorcycle,2.2,0.9
60029,delivery,6.5,2.16
60030,delivery,6.5,2.16
60031,passenger,5,1.8
60032,delivery,6.5,2.16
60033,delivery,6.5,2.16
60034,motorcycle,2.2,0.9
60035,passenger,5,1.8
60036,delivery,6.5,2.16
60037,passenger,5,1.8
60038,motorcycle,2.2,0.9
60039,delivery,6.5,2.16
60040,passenger,5,1.8
60041,passenger,5,1.8
60042,passenger,5,1.8
60043,passenger,5,1.8
60044,motorcycle,2.2,0.9
60045,passenger,5,1.8
60046,delivery,6.5,2.16
60047,delivery,6.5,2.16
60048,motorcycle,2.2,0.9
60049,motorcycle,2.2,0.9
60050,delivery,6.5,2.16
60051,moped,2.1,0.8
60052,delivery,6.5,2.16
60053,delivery,6.5,2.16
60054,passenger,5,1.8
60055,passenger,5,1.8
60056,delivery,6.5,2.16
60057,passenger,5,1.8
60058,moped,2.1,0.8
60059,passenger,5,1.8
60060,delivery,6.5,2.16
60061,motorcycle,2.2,0.9
60063,motorcycle,2.2,0.9
60064,delivery,6.5,2.16
60065,delivery,6.5,2.16
60067,delivery,6.5,2.16
60068,delivery,6.5,2.16
60070,passenger,5,1.8
60071,moped,2.1,0.8
60072,passenger,5,1.8
60074,delivery,6.5,2.16
60075,passenger,5,1.8
60076,bus,12,2.5
60077,delivery,6.5,2.16
60078,delivery,6.5,2.16
60079,delivery,6.5,2.16
60080,delivery,6.5,2.16
60081,moped,2.1,0.8
60082,delivery,6.5,2.16
60083,passenger,5,1.8
60084,moped,2.1,0.8
60085,motorcycle,2.2,0.9
60086,delivery,6.5,2.16
60087,passenger,5,1.8
60088,bus,12,2.5
60089,passenger,5,1.8
60090,passenger,5,1.8
60091,motorcycle,2.2,0.9
60093,passenger,5,1.8
60094,delivery,6.5,2.16
60096,passenger,5,1.8
60097,passenger,5,1.8
60098,moped,2.1,0.8
60099,delivery,6.5,2.16
60100,delivery,6.5,2.16
60101,passenger,5,1.8
60102,moped,2.1,0.8
60103,delivery,6.5,2.16
60104,bus,12,2.5
60106,delivery,6.5,2.16
60107,passenger,5,1.8
60108,passenger,5,1.8
60109,passenger,5,1.8
60110,moped,2.1,0.8
60112,passenger,5,1.8
60113,passenger,5,1.8
60114,passenger,5,1.8
60116,passenger,5,1.8
60117,passenger,5,1.8
60118,delivery,6.5,2.16
60119,delivery,6.5,2.16
60121,delivery,6.5,2.16
60122,delivery,6.5,2.16
60123,motorcycle,2.2,0.9
60124,passenger,5,1.8
60125,passenger,5,1.8
60126,moped,2.1,0.8
60127,passenger,5,1.8
60128,passenger,5,1.8
60129,motorcycle,2.2,0.9
60130,delivery,6.5,2.16
60131,delivery,6.5,2.16
60132,delivery,6.5,2.16
60133,delivery,6.5,2.16
60134,motorcycle,2.2,0.9
60135,passenger,5,1.8
60136,delivery,6.5,2.16
60137,delivery,6.5,2.16
60138,bus,12,2.5
60139,motorcycle,2.2,0.9
60140,motorcycle,2.2,0.9
60141,bus,12,2.5
60142,passenger,5,1.8
60143,passenger,5,1.8
60144,delivery,6.5,2.16
60145,passenger,5,1.8
60146,delivery,6.5,2.16
60147,motorcycle,2.2,0.9
60148,motorcycle,2.2,0.9
60149,delivery,6.5,2.16
60150,delivery,6.5,2.16
60151,delivery,6.5,2.16
60152,passenger,5,1.8
60153,delivery,6.5,2.16
60154,passenger,5,1.8
60155,delivery,6.5,2.16
60156,passenger,5,1.8
60157,passenger,5,1.8
60158,passenger,5,1.8
60159,delivery,6.5,2.16
60160,delivery,6.5,2.16
60161,passenger,5,1.8
60162,delivery,6.5,2.16
60163,passenger,5,1.8
60164,passenger,5,1.8
60165,delivery,6.5,2.16
60167,bus,12,2.5
60168,passenger,5,1.8
60169,passenger,5,1.8
60170,delivery,6.5,2.16
60171,delivery,6.5,2.16
60172,passenger,5,1.8
60173,motorcycle,2.2,0.9
60174,delivery,6.5,2.16
60175,motorcycle,2.2,0.9
60176,motorcycle,2.2,0.9
60177,delivery,6.5,2.16
60178,passenger,5,1.8
60179,moped,2.1,0.8
60180,delivery,6.5,2.16
60181,delivery,6.5,2.16
60182,delivery,6.5,2.16
60183,delivery,6.5,2.16
60184,passenger,5,1.8
60185,motorcycle,2.2,0.9
60186,bus,12,2.5
60187,motorcycle,2.2,0.9
60188,passenger,5,1.8
60189,passenger,5,1.8
60190,passenger,5,1.8
60191,motorcycle,2.2,0.9
60192,delivery,6.5,2.16
60193,passenger,5,1.8
60194,motorcycle,2.2,0.9
60195,moped,2.1,0.8
60196,passenger,5,1.8
60197,moped,2.1,0.8
60198,moped,2.1,0.8
60199,motorcycle,2.2,0.9
60200,delivery,6.5,2.16
60201,delivery,6.5,2.16
60202,passenger,5,1.8
60203,delivery,6.5,2.16
60204,delivery,6.5,2.16
60205,passenger,5,1.8
60206,delivery,6.5,2.16
60207,moped,2.1,0.8
60208,delivery,6.5,2.16
60209,delivery,6.5,2.16
60210,passenger,5,1.8
60211,delivery,6.5,2.16
60212,motorcycle,2.2,0.9
60213,motorcycle,2.2,0.9
60214,passenger,5,1.8
60215,moped,2.1,0.8
60216,motorcycle,2.2,0.9
60217,delivery,6.5,2.16
60218,motorcycle,2.2,0.9
60219,delivery,6.5,2.16
60220,bus,12,2.5
60221,delivery,6.5,2.16
60222,moped,2.1,0.8
60223,bus,12,2.5
60224,delivery,6.5,2.16
60225,delivery,6.5,2.16
60226,passenger,5,1.8
60227,bus,12,2.5
60228,delivery,6.5,2.16
60230,passenger,5,1.8
60231,passenger,5,1.8
60232,delivery,6.5,2.16
60233,delivery,6.5,2.16
60234,delivery,6.5,2.16
60235,motorcycle,2.2,0.9
60236,passenger,5,1.8
60237,moped,2.1,0.8
60238,delivery,6.5,2.16
60239,moped,2.1,0.8
60240,passenger,5,1.8
60241,delivery,6.5,2.16
60243,motorcycle,2.2,0.9
60244,delivery,6.5,2.16
60246,delivery,6.5,2.16
60247,delivery,6.5,2.16
60248,delivery,6.5,2.16
60249,bus,12,2.5
60250,delivery,6.5,2.16
60251,delivery,6.5,2.16
60252,moped,2.1,0.8
60253,delivery,6.5,2.16
60254,delivery,6.5,2.16
60255,motorcycle,2.2,0.9
60256,delivery,6.5,2.16
60257,passenger,5,1.8
60258,delivery,6.5,2.16
60259,moped,2.1,0.8
60260,passenger,5,1.8
60261,moped,2.1,0.8
60262,delivery,6.5,2.16
60263,passenger,5,1.8
60264,bus,12,2.5
60266,motorcycle,2.2,0.9
60267,motorcycle,2.2,0.9
60268,delivery,6.5,2.16
60269,bus,12,2.5
60270,delivery,6.5,2.16
60271,passenger,5,1.8
60272,passenger,5,1.8
60273,passenger,5,1.8
60274,motorcycle,2.2,0.9
60275,passenger,5,1.8
60276,moped,2.1,0.8
60277,passenger,5,1.8
60278,passenger,5,1.8
60279,motorcycle,2.2,0.9
60280,delivery,6.5,2.16
60281,delivery,6.5,2.16
60282,motorcycle,2.2,0.9
60283,delivery,6.5,2.16
60284,passenger,5,1.8
60285,delivery,6.5,2.16
60286,delivery,6.5,2.16
60287,delivery,6.5,2.16
60288,delivery,6.5,2.16
60289,delivery,6.5,2.16
60290,motorcycle,2.2,0.9
60291,passenger,5,1.8
60292,passenger,5,1.8
60293,passenger,5,1.8
60294,delivery,6.5,2.16
60295,delivery,6.5,2.16
60296,passenger,5,1.8
60297,delivery,6.5,2.16
60298,passenger,5,1.8
60299,delivery,6.5,2.16
60300,bus,12,2.5
60301,delivery,6.5,2.16
60302,delivery,6.5,2.16
60303,passenger,5,1.8
60304,delivery,6.5,2.16
60305,moped,2.1,0.8
60307,delivery,6.5,2.16
60308,passenger,5,1.8
60309,passenger,5,1.8
60310,delivery,6.5,2.16
60311,delivery,6.5,2.16
60312,passenger,5,1.8
60313,passenger,5,1.8
60314,delivery,6.5,2.16
60315,delivery,6.5,2.16
60316,delivery,6.5,2.16
60317,passenger,5,1.8
60318,passenger,5,1.8
60319,delivery,6.5,2.16
60320,passenger,5,1.8
60321,motorcycle,2.2,0.9
60322,passenger,5,1.8
60323,passenger,5,1.8
60324,passenger,5,1.8
60325,delivery,6.5,2.16
60326,motorcycle,2.2,0.9
60327,moped,2.1,0.8
60328,motorcycle,2.2,0.9
60329,passenger,5,1.8
60330,passenger,5,1.8
60331,passenger,5,1.8
60332,passenger,5,1.8
60333,motorcycle,2.2,0.9
60334,delivery,6.5,2.16
60335,passenger,5,1.8
60336,passenger,5,1.8
60337,bus,12,2.5
60338,passenger,5,1.8
60339,passenger,5,1.8
60340,moped,2.1,0.8
60341,passenger,5,1.8
60342,passenger,5,1.8
60344,passenger,5,1.8
60345,passenger,5,1.8
60346,motorcycle,2.2,0.9
60347,passenger,5,1.8
60348,delivery,6.5,2.16
60349,delivery,6.5,2.16
60351,passenger,5,1.8
60353,motorcycle,2.2,0.9
60354,passenger,5,1.8
60355,passenger,5,1.8
60356,passenger,5,1.8
60357,motorcycle,2.2,0.9
60358,delivery,6.5,2.16
60359,passenger,5,1.8
60360,moped,2.1,0.8
60361,motorcycle,2.2,0.9
60362,passenger,5,1.8
60363,passenger,5,1.8
60364,delivery,6.5,2.16
60365,passenger,5,1.8
60366,passenger,5,1.8
60367,bus,12,2.5
60368,delivery,6.5,2.16
60369,passenger,5,1.8
60370,passenger,5,1.8
60371,motorcycle,2.2,0.9
60372,passenger,5,1.8
60374,moped,2.1,0.8
60375,passenger,5,1.8
60376,passenger,5,1.8
60377,passenger,5,1.8
60378,delivery,6.5,2.16
60379,passenger,5,1.8
60380,passenger,5,1.8
60381,passenger,5,1.8
60382,delivery,6.5,2.16
60383,passenger,5,1.8
60384,delivery,6.5,2.16
60385,motorcycle,2.2,0.9
60386,delivery,6.5,2.16
60387,moped,2.1,0.8
60388,bus,12,2.5
60389,passenger,5,1.8
60390,passenger,5,1.8
60391,passenger,5,1.8
60392,bus,12,2.5
60393,bus,12,2.5
60394,delivery,6.5,2.16
60396,passenger,5,1.8
60397,delivery,6.5,2.16
60398,passenger,5,1.8
60399,passenger,5,1.8
60400,passenger,5,1.8
60401,passenger,5,1.8
60402,delivery,6.5,2.16
60403,delivery,6.5,2.16
60404,bus,12,2.5
60405,bus,12,2.5
60406,passenger,5,1.8
60407,passenger,5,1.8
60408,delivery,6.5,2.16
60409,delivery,6.5,2.16
60410,passenger,5,1.8
60411,motorcycle,2.2,0.9
60412,delivery,6.5,2.16
60413,delivery,6.5,2.16
60414,delivery,6.5,2.16
60415,delivery,6.5,2.16
60416,motorcycle,2.2,0.9
60417,motorcycle,2.2,0.9
60418,delivery,6.5,2.16
60419,delivery,6.5,2.16
60420,passenger,5,1.8
60421,delivery,6.5,2.16
60422,moped,2.1,0.8
60423,passenger,5,1.8
60424,delivery,6.5,2.16
60425,motorcycle,2.2,0.9
60426,delivery,6.5,2.16
60427,delivery,6.5,2.16
60428,delivery,6.5,2.16
60429,passenger,5,1.8
60430,moped,2.1,0.8
60431,delivery,6.5,2.16
60432,delivery,6.5,2.16
60433,passenger,5,1.8
60434,motorcycle,2.2,0.9
60435,delivery,6.5,2.16
60436,motorcycle,2.2,0.9
60437,delivery,6.5,2.16
60438,moped,2.1,0.8
60439,passenger,5,1.8
60440,delivery,6.5,2.16
60441,delivery,6.5,2.16
60442,delivery,6.5,2.16
60443,delivery,6.5,2.16
60444,delivery,6.5,2.16
60445,delivery,6.5,2.16
60446,delivery,6.5,2.16
60447,delivery,6.5,2.16
60448,motorcycle,2.2,0.9
60450,delivery,6.5,2.16
60451,motorcycle,2.2,0.9
60452,passenger,5,1.8
60453,delivery,6.5,2.16
60454,motorcycle,2.2,0.9
60455,motorcycle,2.2,0.9
60456,moped,2.1,0.8
60457,motorcycle,2.2,0.9
60458,delivery,6.5,2.16
60459,passenger,5,1.8
60460,moped,2.1,0.8
60461,motorcycle,2.2,0.9
60462,motorcycle,2.2,0.9
60463,moped,2.1,0.8
60464,passenger,5,1.8
60465,passenger,5,1.8
60466,passenger,5,1.8
60467,passenger,5,1.8
60468,motorcycle,2.2,0.9
60469,delivery,6.5,2.16
60470,bus,12,2.5
60471,motorcycle,2.2,0.9
60472,delivery,6.5,2.16
60473,passenger,5,1.8
60474,passenger,5,1.8
60475,delivery,6.5,2.16
60476,moped,2.1,0.8
60477,bus,12,2.5
60478,passenger,5,1.8
60479,bus,12,2.5
60480,passenger,5,1.8
60481,motorcycle,2.2,0.9
60482,delivery,6.5,2.16
60483,passenger,5,1.8
60484,moped,2.1,0.8
60486,motorcycle,2.2,0.9
60487,bus,12,2.5
60488,moped,2.1,0.8
60489,moped,2.1,0.8
60490,bus,12,2.5
60491,passenger,5,1.8
60492,passenger,5,1.8
60493,passenger,5,1.8
60494,delivery,6.5,2.16
60495,passenger,5,1.8
60496,delivery,6.5,2.16
60497,passenger,5,1.8
60499,moped,2.1,0.8
60500,passenger,5,1.8
60501,bus,12,2.5
60502,motorcycle,2.2,0.9
60503,delivery,6.5,2.16
60504,bus,12,2.5
60505,delivery,6.5,2.16
60506,bus,12,2.5
60507,delivery,6.5,2.16
60508,passenger,5,1.8
60509,motorcycle,2.2,0.9
60510,passenger,5,1.8
60511,delivery,6.5,2.16
60512,motorcycle,2.2,0.9
60513,delivery,6.5,2.16
60514,motorcycle,2.2,0.9
60515,moped,2.1,0.8
60516,passenger,5,1.8
60517,bus,12,2.5
60518,passenger,5,1.8
60519,moped,2.1,0.8
60521,motorcycle,2.2,0.9
60522,passenger,5,1.8
60523,moped,2.1,0.8
60524,delivery,6.5,2.16
60525,moped,2.1,0.8
60526,delivery,6.5,2.16
60527,passenger,5,1.8
60528,delivery,6.5,2.16
60529,moped,2.1,0.8
60530,passenger,5,1.8
60531,moped,2.1,0.8
60532,motorcycle,2.2,0.9
60533,bus,12,2.5
60534,delivery,6.5,2.16
60535,motorcycle,2.2,0.9
60536,moped,2.1,0.8
60537,delivery,6.5,2.16
60538,passenger,5,1.8
60539,delivery,6.5,2.16
60540,motorcycle,2.2,0.9
60541,motorcycle,2.2,0.9
60542,motorcycle,2.2,0.9
60543,passenger,5,1.8
60544,moped,2.1,0.8
60545,moped,2.1,0.8
60546,delivery,6.5,2.16
60547,moped,2.1,0.8
60548,passenger,5,1.8
60550,delivery,6.5,2.16
60551,motorcycle,2.2,0.9
60552,passenger,5,1.8
60553,passenger,5,1.8
60555,delivery,6.5,2.16
60556,passenger,5,1.8
60558,delivery,6.5,2.16
60559,passenger,5,1.8
60560,passenger,5,1.8
60561,motorcycle,2.2,0.9
60562,motorcycle,2.2,0.9
60563,moped,2.1,0.8
60564,delivery,6.5,2.16
60565,moped,2.1,0.8
60566,passenger,5,1.8
60567,delivery,6.5,2.16
60568,delivery,6.5,2.16
60569,delivery,6.5,2.16
60570,passenger,5,1.8
60571,moped,2.1,0.8
60572,passenger,5,1.8
60574,passenger,5,1.8
60575,delivery,6.5,2.16
60576,passenger,5,1.8
60577,delivery,6.5,2.16
60578,motorcycle,2.2,0.9
60579,delivery,6.5,2.16
60580,moped,2.1,0.8
60581,delivery,6.5,2.16
60582,motorcycle,2.2,0.9
60583,delivery,6.5,2.16
60584,passenger,5,1.8
60585,delivery,6.5,2.16
60586,delivery,6.5,2.16
60587,passenger,5,1.8
60588,moped,2.1,0.8
60589,motorcycle,2.2,0.9
60590,motorcycle,2.2,0.9
60591,moped,2.1,0.8
60592,delivery,6.5,2.16
60593,delivery,6.5,2.16
60594,passenger,5,1.8
60595,moped,2.1,0.8
60596,delivery,6.5,2.16
60597,passenger,5,1.8
60598,passenger,5,1.8
